lens_id,survey,ra_deg,dec_deg,z_lens,z_source,einstein_radius_arcsec,lens_mass_Msun,velocity_dispersion_km_s,lens_type,reference
DES-0320,DES-SL,53.286475140688324,-45.793810593033285,0.06157189174870543,1.0059522623862027,1.0185084170127574,59591970115.254326,152.982430407072,candidate,DES-SL-simulated
DES-0321,DES-SL,2.868663822148787,-52.60620391087485,0.14771691219969593,0.30060825067883046,0.860087787545301,36996304142.737366,131.17098374445527,candidate,DES-SL-simulated
DES-0322,DES-SL,53.653682564414815,-57.894101657768594,0.3962995215639133,0.577302364874007,0.9109307221446522,83813864496.8291,191.84268926718173,candidate,DES-SL-simulated
DES-0323,DES-SL,51.69795637473284,-55.478027781105894,0.4975576107582402,1.0575611365742312,0.7813588261934922,131792433587.48007,259.74666085539513,candidate,DES-SL-simulated
DES-0324,DES-SL,53.92158322812965,-30.069113440163594,0.15184629459144047,0.44581910091699584,0.9448284154992338,44284341261.979355,136.9236970843515,candidate,DES-SL-simulated
DES-0325,DES-SL,56.010112602146094,-58.95054379451539,0.3118318476264117,1.46843636704458,0.8304141600571696,164995117679.4227,281.91499030882915,candidate,DES-SL-simulated
DES-0326,DES-SL,12.25605319401119,-43.64292845023277,0.23458163430289614,0.948058743322156,0.48507918604715233,78593365131.48714,254.5755072349255,candidate,DES-SL-simulated
DES-0327,DES-SL,0.5523400434385795,-53.99337192634002,0.07674398569638928,0.30393949081667543,0.8403251890521711,65504641759.32231,176.58033754024297,candidate,DES-SL-simulated
DES-0328,DES-SL,11.360863417791517,-49.162716178769685,0.14532551344820258,1.422045564061641,1.2379748388233514,104257987529.29439,183.5391666433365,candidate,DES-SL-simulated
DES-0329,DES-SL,4.390505926080126,-57.31564851052748,0.15025437735371253,1.7516049854304128,0.48439000123721215,48707796420.43174,200.55414940014174,candidate,DES-SL-simulated
DES-0330,DES-SL,46.35158538975566,-52.03580325007053,0.23223913209484606,0.5831749612937513,1.021685483905233,133760933169.43546,228.84215514941073,candidate,DES-SL-simulated
DES-0331,DES-SL,20.885732850472444,-40.2782088151601,0.05,1.4929053086341846,0.7252306182481142,95925206496.42355,230.01613491088088,candidate,DES-SL-simulated
DES-0332,DES-SL,46.10189956155603,-51.33511710241174,0.05,0.24531055690515507,0.8177670881631696,105323905408.97824,226.97533139676807,candidate,DES-SL-simulated
DES-0333,DES-SL,4.417095692020901,-54.30910905449615,0.0645550591688207,0.2458119536084186,1.2783405627719093,68894635915.2081,146.82479918699306,candidate,DES-SL-simulated
DES-0334,DES-SL,50.83256925440331,-45.2417885217193,0.2498901927436503,0.9501724944657319,0.7897878885830962,87682275968.89326,210.73208689732255,candidate,DES-SL-simulated
DES-0335,DES-SL,28.421467937442028,-37.33638572024226,0.26463696667597675,0.8218837762630018,0.8402000966637426,101885454297.15752,220.23925292533085,candidate,DES-SL-simulated
DES-0336,DES-SL,10.790888904551949,-49.57807914748983,0.05,0.8352870078296282,0.5941972945952249,55930165508.72975,194.03841250506267,candidate,DES-SL-simulated
DES-0337,DES-SL,33.778890270915944,-54.384641730345294,0.08586470217219366,0.5840003417594117,0.535262002114158,74782252202.49144,236.39923066524014,candidate,DES-SL-simulated
DES-0338,DES-SL,23.476611324416734,-47.39596337450699,0.1838094280463546,1.4751777700101723,1.07036021329278,134475184766.08775,224.17443909392253,candidate,DES-SL-simulated
DES-0339,DES-SL,44.10694949042376,-51.28767233573261,0.28316889125149813,0.5914817935040293,1.0721843924140317,157726725912.0979,242.5760385041544,candidate,DES-SL-simulated
DES-0340,DES-SL,6.6300810736614,-35.116600807150064,0.10523030054688355,0.7836653856908792,0.5346695596138228,33812620452.552788,159.04743917047966,candidate,DES-SL-simulated
DES-0341,DES-SL,3.7991548183392565,-30.421149467957477,0.05,0.2338349735399795,1.243655523849492,229819298361.31952,271.8774521024119,candidate,DES-SL-simulated
DES-0342,DES-SL,43.75413056810165,-39.28342078801066,0.057035229733604385,0.21697295217099627,1.0514062556306594,52604288673.50498,141.46704876195983,candidate,DES-SL-simulated
DES-0343,DES-SL,28.03044800114679,-38.85527503827851,0.05,0.4623614361938218,0.7603760173007235,29055546097.412327,123.63183395143643,candidate,DES-SL-simulated
DES-0344,DES-SL,42.31133873504128,-43.87926752319369,0.333909929929235,2.5,0.8465318332509528,66200060770.737335,176.86322614398,candidate,DES-SL-simulated
DES-0345,DES-SL,9.398050871431124,-40.818273422909954,0.1203227845222551,0.29964208021975536,0.7257380573294241,118927428108.67206,256.0242250488551,candidate,DES-SL-simulated
DES-0346,DES-SL,0.9248975069044607,-56.7829259469143,0.22379073048547968,0.6520992655550703,0.844050781325842,31755721419.46827,122.67517868833576,candidate,DES-SL-simulated
DES-0347,DES-SL,52.22431019652599,-54.88700394360012,0.13838954753259503,1.3577000767143077,0.9430796181130483,88232999499.61383,193.4511598418376,candidate,DES-SL-simulated
DES-0348,DES-SL,35.18184847937715,-57.68119520548603,0.3124781758886738,0.7734550370392956,0.665010921980987,100269092953.04442,245.58348032579255,candidate,DES-SL-simulated
DES-0349,DES-SL,26.00285088689645,-46.23250427103794,0.3434183610367678,0.4703892027030091,1.2050542176314487,130222956467.09343,207.9076538493049,candidate,DES-SL-simulated
DES-0350,DES-SL,5.925178120901302,-57.91224457811073,0.2498417007871442,0.5947422248643601,1.078438817719687,114783414116.92708,206.33448054999542,candidate,DES-SL-simulated
DES-0351,DES-SL,46.00186943000895,-35.641732460945846,0.26036332607304336,1.5673642692859664,0.9698830004321156,90094125496.27177,192.76072854780926,candidate,DES-SL-simulated
DES-0352,DES-SL,23.327707137684158,-56.426998271719334,0.16514581400550063,1.2750577431616061,0.34877049585562364,62517886797.34937,267.7702173746598,candidate,DES-SL-simulated
DES-0353,DES-SL,0.5264853037150696,-59.948255336704776,0.6,1.3460126606772032,0.6703926672742027,76332074501.72183,213.41203189411974,candidate,DES-SL-simulated
DES-0354,DES-SL,10.527298211816461,-35.813710344827,0.05,0.5382011216992404,1.125484693430086,101216975899.91214,189.66486138497208,candidate,DES-SL-simulated
DES-0355,DES-SL,59.73295588437415,-57.08237352433403,0.5060318318524997,1.9722465722480453,0.7811747572260942,77352142937.50214,199.0178682203817,candidate,DES-SL-simulated
DES-0356,DES-SL,56.98796120772018,-55.449991189271394,0.25953823027029127,1.672936622499297,0.7404768415831753,101468224304.69081,234.12041515161147,candidate,DES-SL-simulated
DES-0357,DES-SL,12.565703168336013,-31.533551253016086,0.31296066247483156,0.7640692854312627,0.9636826097475247,57907865633.17658,155.0357175711416,candidate,DES-SL-simulated
DES-0358,DES-SL,21.488811984101588,-54.211966911216145,0.1372520085364473,0.7009788683372169,0.5308151210217591,84312448121.39621,252.06015711452406,candidate,DES-SL-simulated
DES-0359,DES-SL,38.19266931460345,-39.319796531021865,0.20091695166156992,2.2398577051331836,0.6887312440211742,88697666704.58327,226.96620748636474,candidate,DES-SL-simulated
DES-0360,DES-SL,14.713797493900728,-36.95902637237753,0.25694014645575713,1.257939784195535,1.0096048721047919,111331456155.82823,210.02124156550883,candidate,DES-SL-simulated
DES-0361,DES-SL,42.29017185104019,-55.33796613782954,0.1498401386235781,2.4979561883612487,0.7231728387287925,62820360031.9646,186.40568487137665,candidate,DES-SL-simulated
DES-0362,DES-SL,14.32204828193871,-53.20338454421126,0.10668062406131998,0.38922558693809184,1.4355461686346642,117031160212.5941,180.58104783399557,candidate,DES-SL-simulated
DES-0363,DES-SL,2.930497399244636,-33.66175308001182,0.2378803451265676,1.599548143144168,1.3869357510180598,139107330421.9855,200.29810118970718,candidate,DES-SL-simulated
DES-0364,DES-SL,22.2951504547521,-51.09443897160045,0.3500046714751915,0.802781715785899,0.6996067992227347,79998225973.55891,213.86669741995829,candidate,DES-SL-simulated
DES-0365,DES-SL,59.25574647079686,-48.8259915652298,0.2601429891809585,0.4853055226260444,0.6784699108200746,39276666945.11002,152.17104135600633,candidate,DES-SL-simulated
DES-0366,DES-SL,21.832823617613,-56.127109504211,0.13427986758332505,0.3983183692230946,0.5402362200104528,67486574184.459114,223.53567196415133,candidate,DES-SL-simulated
DES-0367,DES-SL,19.72998281287142,-33.70712175472695,0.16957849864714036,1.3142686389001201,0.9035819490371508,111650698717.55492,222.31918674587791,candidate,DES-SL-simulated
DES-0368,DES-SL,46.176009077683936,-31.137738658883308,0.17299477814479144,0.9639747348622416,0.9841929787822431,149216162708.93533,246.2622244691148,candidate,DES-SL-simulated
DES-0369,DES-SL,49.5023346374017,-34.68345103003104,0.18247601445423536,0.8362527591633715,0.9797633507182946,120732765023.49576,222.01482435859685,candidate,DES-SL-simulated
DES-0370,DES-SL,50.191211666854734,-35.56476095608406,0.13783365531813938,0.26955349468833195,0.5972142718887986,67894225537.341606,213.246212423325,candidate,DES-SL-simulated
DES-0371,DES-SL,31.60136153558107,-32.1986146407668,0.6,1.1495335359732315,0.6853782980451537,80492987113.67085,216.74238278621993,candidate,DES-SL-simulated
DES-0372,DES-SL,1.7423269595864666,-58.784979405542416,0.4864153809456844,0.950459501950716,1.1973871660327022,159493108751.11542,230.82543239377384,candidate,DES-SL-simulated
DES-0373,DES-SL,13.485614259529168,-41.60843922391564,0.4288122690411347,1.448015897041088,1.2257873047028052,275281294763.2917,299.716593066694,candidate,DES-SL-simulated
DES-0374,DES-SL,5.967695847131392,-48.58272175865679,0.24882667458636382,0.8839978753530122,0.7474093795546639,106921045432.75917,239.21164744816892,candidate,DES-SL-simulated
DES-0375,DES-SL,43.17009930286595,-46.73688761376663,0.05,1.477693322595786,0.8591764159864971,84670074801.89488,198.54264062937523,candidate,DES-SL-simulated
DES-0376,DES-SL,20.921873721698198,-47.99551338282465,0.17478774401965783,1.372508389622765,0.9235879213794068,100641419243.94023,208.77536404299644,candidate,DES-SL-simulated
DES-0377,DES-SL,22.341977893716162,-48.852806744514,0.1480944045170023,0.6603272959274752,0.9592499072103614,93435107659.28229,197.38727791152687,candidate,DES-SL-simulated
DES-0378,DES-SL,35.10599391269917,-53.55386478452596,0.2638850639953453,0.5320893874723609,0.6502100174354528,63410232686.53246,197.5071585388567,candidate,DES-SL-simulated
DES-0379,DES-SL,24.713897856596194,-57.79847950043974,0.18117593574317706,0.509551566535869,0.5785538395085401,43522074414.400505,173.4654149009971,candidate,DES-SL-simulated
DES-0380,DES-SL,4.3139651194497635,-38.52978669433982,0.30099673715761543,0.7480785357042599,1.2660630636927666,253184536918.2338,282.8270314601091,candidate,DES-SL-simulated
DES-0381,DES-SL,54.13321719242245,-58.506984102342734,0.1337487430130056,0.703826651642274,0.6862444396704607,96047793461.1125,236.61064118588882,candidate,DES-SL-simulated
DES-0382,DES-SL,37.836508299036566,-31.97533968620981,0.1499024524420335,0.6312623420277573,0.7219865601194005,78922014403.23526,209.10504927665374,candidate,DES-SL-simulated
DES-0383,DES-SL,28.282089342089435,-31.31222405917856,0.05,0.5159004186140379,0.8879485395372898,57053259946.242966,160.31580099732543,candidate,DES-SL-simulated
DES-0384,DES-SL,21.648409574745074,-35.20922369474988,0.05,0.8354864650108964,0.8043874264499283,157281045332.50632,279.6633479344849,candidate,DES-SL-simulated
DES-0385,DES-SL,9.069717491293591,-41.654052161556784,0.1662983520549974,0.5841705376929835,1.0248267471640629,61441902285.26851,154.8592303537965,candidate,DES-SL-simulated
DES-0386,DES-SL,17.093318334183664,-47.501044496417656,0.23724420301758709,2.5,0.9605102911624189,54708662892.271545,150.94093460129676,candidate,DES-SL-simulated
DES-0387,DES-SL,7.585573629301683,-37.17577375706769,0.3775339740804622,0.7266113255143327,0.5085755488829926,116949724751.91518,303.28564813515857,candidate,DES-SL-simulated
DES-0388,DES-SL,2.4961940013192807,-38.35568751797949,0.24675588447634234,1.7037561931618157,0.7706599176891151,94758778901.94337,221.77282955457906,candidate,DES-SL-simulated
DES-0389,DES-SL,24.690696173952624,-54.484628193321065,0.23638250322075677,1.5928854263187822,0.8262267303442651,51894374525.806175,158.50410562445512,candidate,DES-SL-simulated
DES-0390,DES-SL,13.180480679682445,-45.54167161821837,0.18630016624336357,0.3848394205969582,0.6266997981140289,74540926760.2613,218.12106638240428,candidate,DES-SL-simulated
DES-0391,DES-SL,44.03183903963892,-30.157389358140854,0.2110183602429839,1.6777853753434857,0.6936491640026751,56265213196.31169,180.12751037284394,candidate,DES-SL-simulated
DES-0392,DES-SL,5.340967484033772,-51.84784450546555,0.26933999977692213,1.0840778861450586,1.398943326850015,162583824520.15497,215.60985270334007,candidate,DES-SL-simulated
DES-0393,DES-SL,23.45001295603331,-34.76074945500895,0.41049024038844284,1.676249639184674,0.654652315368184,35484527611.66629,147.24622029605356,candidate,DES-SL-simulated
DES-0394,DES-SL,46.65855418066135,-45.21753311611987,0.1347020919447741,1.1898131779319447,1.1873927059277545,42746137413.39916,120.0,candidate,DES-SL-simulated
DES-0395,DES-SL,19.965822920140763,-51.699901734627545,0.0817290606992531,0.8468310826721146,0.9566486392396812,66896020205.01261,167.24529438844579,candidate,DES-SL-simulated
DES-0396,DES-SL,36.15797527713809,-54.46394847790068,0.09937916858076166,0.20673907393750302,1.276350349227084,152221575944.1707,218.41534746636242,candidate,DES-SL-simulated
DES-0397,DES-SL,45.476264376369954,-41.464225378132326,0.09827296140167552,1.4042200696756355,0.8459325547671082,152271712585.5937,268.3315519386601,candidate,DES-SL-simulated
DES-0398,DES-SL,13.106294699320822,-43.727696139650746,0.4825608366224814,0.7195227807401168,1.138440956329225,193975308506.172,261.0645876690044,candidate,DES-SL-simulated
DES-0399,DES-SL,13.029320009463898,-30.47250700526129,0.2462044727359801,1.1153077398494649,0.8289093440267756,52902497860.44409,159.77711207676472,candidate,DES-SL-simulated
DES-0400,DES-SL,8.753354788997235,-43.408864680311964,0.05385271585615305,1.8120013383608071,0.8455965230577428,83584781798.02946,198.8437788415646,candidate,DES-SL-simulated
DES-0401,DES-SL,10.245273059771785,-58.89876051586115,0.27248810494000336,0.5888178499343295,0.7053242519489767,78487302654.34198,210.97708583181793,candidate,DES-SL-simulated
DES-0402,DES-SL,43.002816576115606,-56.69301273836302,0.10888748449506594,0.9530449659866508,0.7692677516310751,102409006333.08096,230.759882086594,candidate,DES-SL-simulated
DES-0403,DES-SL,49.764013211936145,-54.27623203572484,0.26968202019709187,1.553117574691166,0.7294847848575086,50527733675.47979,166.4511447203805,candidate,DES-SL-simulated
DES-0404,DES-SL,12.218918467396644,-40.68006139108579,0.4394979447952086,0.5394979447952086,1.7055172686656446,177997101368.75787,204.31883335126855,candidate,DES-SL-simulated
DES-0405,DES-SL,3.155488274440712,-43.485225916022465,0.10103645410341178,0.2983976742615881,0.8247732137641413,140985743019.00726,261.4871312306362,candidate,DES-SL-simulated
DES-0406,DES-SL,5.741172438354376,-49.362965366515475,0.05,1.020199299327016,1.7464766422614388,232334967680.5404,230.67784949873976,candidate,DES-SL-simulated
DES-0407,DES-SL,1.1079542935941578,-58.14074892031442,0.6,1.0331546147764494,1.04893346329831,187649827613.18826,267.5038951825558,candidate,DES-SL-simulated
DES-0408,DES-SL,25.645864269612858,-56.59805017965274,0.23921288575816865,2.5,0.4627182805584623,53795646378.84087,215.64789935169844,candidate,DES-SL-simulated
DES-0409,DES-SL,32.23249076369332,-46.80537786500267,0.05,2.5,0.8934740837120905,101018183675.51228,212.66146117613067,candidate,DES-SL-simulated
DES-0410,DES-SL,53.051668273702155,-59.478337712236986,0.1243048023014862,0.6151639623018776,0.9602169248019248,102126980502.51282,206.26026112125277,candidate,DES-SL-simulated
DES-0411,DES-SL,30.852430468637174,-34.92580891146492,0.38832400347450147,1.7244679946179584,0.7845813750539602,40946471747.24201,144.48382862403875,candidate,DES-SL-simulated
DES-0412,DES-SL,46.49099079204594,-37.805350969032105,0.6,0.7,0.6504132614594609,42483905732.62623,161.63950809076022,candidate,DES-SL-simulated
DES-0413,DES-SL,50.21633068859737,-51.30188719012867,0.28751052416179085,1.9889587240479998,0.6625386666562181,28350524255.47398,130.8292730047367,candidate,DES-SL-simulated
DES-0414,DES-SL,49.68329837815637,-39.840363857930214,0.25614857756388726,0.7967969873832101,0.4827973921781494,65332303142.05772,232.654534853111,candidate,DES-SL-simulated
DES-0415,DES-SL,26.597159164754373,-46.598353320303794,0.05,0.6447942147170443,0.7169971361138224,56218391025.95432,177.09670915886818,candidate,DES-SL-simulated
DES-0416,DES-SL,7.911119378603817,-44.76948526094747,0.05,1.4165069372359413,0.9314147170448126,172149822997.88895,271.9015842293583,candidate,DES-SL-simulated
DES-0417,DES-SL,25.66207024915431,-38.952019503012096,0.1885843694484789,1.827643938935117,0.6949726642867008,43391347856.22168,158.0329709523173,candidate,DES-SL-simulated
DES-0418,DES-SL,21.546596578055826,-53.08875532901928,0.09492333252005046,1.0253438761786116,0.9658758794143791,107662337374.94545,211.15493570989105,candidate,DES-SL-simulated
DES-0419,DES-SL,23.964018106697687,-34.933821622757236,0.1961470959056354,0.4866994210933889,0.9642257649622428,106884909437.7628,210.57112938507188,candidate,DES-SL-simulated
DES-0420,DES-SL,41.00716460526302,-42.36198800897206,0.39840552849571276,1.3168799152690185,0.4845458436433519,81726792108.96227,259.7435582346742,candidate,DES-SL-simulated
DES-0421,DES-SL,2.5702392713399047,-39.72627109116045,0.343325429143574,0.8324101730366004,0.5920678136305643,24524672785.26473,128.71995530970463,candidate,DES-SL-simulated
DES-0422,DES-SL,44.30349821616345,-36.77353325500924,0.05,0.4262038522499991,0.9384395637878498,33783824296.36259,120.0,candidate,DES-SL-simulated
DES-0423,DES-SL,53.38282320746385,-46.87916125312156,0.06572193610910351,0.5026234322694182,1.4372618564478579,162936439279.44672,212.94681867557452,candidate,DES-SL-simulated
DES-0424,DES-SL,9.607694411078413,-59.76809197978953,0.08743783417989702,0.6230453151632596,0.7726224323027847,111031183952.30742,239.75563566516863,candidate,DES-SL-simulated
DES-0425,DES-SL,48.53563843306748,-46.42399067912098,0.0745236647425649,0.8187313881435132,0.48683240175781295,23631013667.49294,139.3418055118189,candidate,DES-SL-simulated
DES-0426,DES-SL,7.099444380188292,-36.576802953384316,0.5046669644002924,1.1385819620572404,1.343603606361183,218848298830.9976,255.25014811527802,candidate,DES-SL-simulated
DES-0427,DES-SL,15.940707930170234,-31.92600505412126,0.6,1.1003561816368579,0.585807593789553,169558203790.4418,340.2607858713,candidate,DES-SL-simulated
DES-0428,DES-SL,20.26534568961512,-57.85048157305546,0.1939592627512081,1.1082208178299922,0.9203361749625601,97581494998.0582,205.93989309449285,candidate,DES-SL-simulated
DES-0429,DES-SL,12.065009304362757,-56.2672986927836,0.5286397923974285,1.0774694986217526,0.6658937903050083,94384643846.18182,238.1103009164526,candidate,DES-SL-simulated
DES-0430,DES-SL,8.998621449092681,-36.482628582382986,0.05,1.8070729969128736,0.980856470586887,125592977518.73717,226.3132301376795,candidate,DES-SL-simulated
DES-0431,DES-SL,23.303590823033215,-44.90385989775108,0.39506899001979345,1.884266938651104,0.6779741675487053,48182536589.381065,168.60414699417447,candidate,DES-SL-simulated
DES-0432,DES-SL,36.17068480718105,-30.005845675985956,0.05,0.42160401250736046,0.7003325178235863,142399226314.00284,285.1882738249647,candidate,DES-SL-simulated
DES-0433,DES-SL,12.31403560681855,-39.14011780642299,0.6,0.8753394834423898,0.5496289163963783,100113185115.026,269.92359434855274,candidate,DES-SL-simulated
DES-0434,DES-SL,27.163525597796397,-36.19965516417072,0.09821569862310363,1.2301495449918851,0.9076344381901192,46608731281.785164,143.32044679618878,candidate,DES-SL-simulated
DES-0435,DES-SL,23.9177376986445,-37.2508285946012,0.2500958536525877,0.4446846346271668,1.0237096007816597,133276430924.65358,228.20138952827435,candidate,DES-SL-simulated
DES-0436,DES-SL,4.9981549867077835,-54.43259289649334,0.523726693207086,1.3462523043381185,0.4944731662386527,83241496600.80646,259.49474730990613,candidate,DES-SL-simulated
DES-0437,DES-SL,50.9251480001306,-44.654413276113786,0.16266553104932577,1.0894274046581571,0.5970207363139098,57790473810.68095,196.77205235036027,candidate,DES-SL-simulated
DES-0438,DES-SL,52.871354213658535,-50.873864455949885,0.20680710974398903,0.30680710974398906,0.75038163107032,89657000988.57306,218.61552612674706,candidate,DES-SL-simulated
DES-0439,DES-SL,48.43885804614314,-48.48375139697167,0.30591429796336983,0.7849666657574677,1.0889829087281222,200074976974.35742,271.0914694174579,candidate,DES-SL-simulated
DES-0440,DES-SL,34.95605620706996,-55.70069891173168,0.33882659584183655,0.8938179351847395,0.4104673937171755,43940927931.819695,206.93086623644018,candidate,DES-SL-simulated
DES-0441,DES-SL,53.418551866473855,-45.84698546550529,0.1826547522407861,0.9902833759393096,0.6178373882050197,59057881859.385025,195.53830041665137,candidate,DES-SL-simulated
DES-0442,DES-SL,9.09663827582856,-57.237585206291406,0.17011034233299624,0.9139802931971446,0.6635025278043771,45043296878.402214,164.7873197559545,candidate,DES-SL-simulated
DES-0443,DES-SL,56.70968743067382,-32.00717780670438,0.22831620672044942,0.6686032064516177,0.819521329627759,68733909110.65149,183.16200423090868,candidate,DES-SL-simulated
DES-0444,DES-SL,20.549999580488244,-57.694516144162975,0.18039796067275918,0.6094161845280887,1.4713848948201098,140207721225.6634,195.23281417591386,candidate,DES-SL-simulated
DES-0445,DES-SL,6.008597264301068,-35.77503805030018,0.11396299932163703,0.21396299932163704,1.091996738334836,89019528177.46053,180.57680685843783,candidate,DES-SL-simulated
DES-0446,DES-SL,24.00872803707355,-42.21443985323336,0.6,1.4911451376033915,0.4651383242763423,50561292001.212944,208.52014353587427,candidate,DES-SL-simulated
DES-0447,DES-SL,3.460997075012626,-54.40783757795667,0.11769200122976846,0.6413657112093031,0.6450449384503038,84614324226.07487,229.06406048399347,candidate,DES-SL-simulated
DES-0448,DES-SL,44.65411550623433,-32.89976958879616,0.10617374583812247,1.0173944265502455,0.6891099709099633,127964990435.3215,272.54066608928224,candidate,DES-SL-simulated
DES-0449,DES-SL,2.140464981631942,-44.594337692625494,0.6,0.937606200170056,0.623217075677463,106550551708.03137,261.5099242911933,candidate,DES-SL-simulated
DES-0450,DES-SL,20.542905960551302,-52.000210248353966,0.16167809630680452,0.584429118440201,0.8652055338134607,60725246979.64519,167.55407568102999,candidate,DES-SL-simulated
DES-0451,DES-SL,49.15912574081788,-38.67998262171494,0.07285603301017182,0.40053248319070467,1.3158954138970425,167184683180.66867,225.43303203548876,candidate,DES-SL-simulated
DES-0452,DES-SL,51.04835747804694,-31.36864199337321,0.09772116748462822,2.305198986749221,0.8106077040088933,41581850287.568146,143.24403215524126,candidate,DES-SL-simulated
DES-0453,DES-SL,20.007421231898835,-46.75443910467405,0.2813252991722593,0.6938872097809488,0.32587039692302355,41583803520.904045,225.9277857469642,candidate,DES-SL-simulated
DES-0454,DES-SL,47.16692686818794,-54.922572076713166,0.05,0.3185484881082937,1.1014699045067489,76183402845.21246,166.33125391968625,candidate,DES-SL-simulated
DES-0455,DES-SL,17.372564867622295,-44.289048411860726,0.41446036069372727,1.0396713517269927,1.2713562547047026,96580303189.35095,174.31736236562568,candidate,DES-SL-simulated
DES-0456,DES-SL,30.651141897827877,-53.57651269761193,0.5895795790326689,0.8216938829668543,0.6270089947037432,107711481058.98775,262.13445530705013,candidate,DES-SL-simulated
DES-0457,DES-SL,54.77152139786324,-53.9335473762308,0.1192914318933466,0.8962530751539802,1.5650969513289648,168643118055.09286,207.6078087424838,candidate,DES-SL-simulated
DES-0458,DES-SL,24.07288966267973,-36.13309912493191,0.05,0.6749472025513972,1.04460150327807,117240659374.13408,211.88187065529024,candidate,DES-SL-simulated
DES-0459,DES-SL,32.36559087457418,-34.1789390237355,0.09290935401300165,0.4611128764546903,0.517640264914987,85024258099.57018,256.32289281608945,candidate,DES-SL-simulated
DES-0460,DES-SL,53.55937172012883,-54.39496781116251,0.1159778083493113,0.6680698935208852,1.0286637861713732,37031896302.16943,120.0,candidate,DES-SL-simulated
DES-0461,DES-SL,34.65947976396042,-46.84023946778689,0.08850295992129362,0.6829099574002977,0.8445133501671542,114759783555.73581,233.1425789700817,candidate,DES-SL-simulated
DES-0462,DES-SL,15.649864801500526,-36.02318681125419,0.11085075473886993,0.7067692464836732,0.6841897460176791,99761416197.97945,241.50327133468082,candidate,DES-SL-simulated
DES-0463,DES-SL,55.41616007867507,-36.510349282027924,0.43482893980977294,1.3281091584916263,1.132143037969574,139624317859.60193,222.10578874971935,candidate,DES-SL-simulated
DES-0464,DES-SL,27.960210861180773,-40.90076893923816,0.4171122300558114,1.2384852580973726,0.5624875586754127,26607350166.35015,137.55435593953408,candidate,DES-SL-simulated
DES-0465,DES-SL,45.13865824040736,-48.744708050606924,0.43128056944698073,2.3234248789636074,0.5802570846679208,118288736437.30461,285.55611593267224,candidate,DES-SL-simulated
DES-0466,DES-SL,44.52555555349467,-39.11562225184377,0.3691561154316497,0.7589336661040664,1.1069600353249442,89956251039.8814,180.2933459698586,candidate,DES-SL-simulated
DES-0467,DES-SL,54.02256134085595,-53.443546154383114,0.5244252410539426,0.873618292140545,0.5372956275365033,63766975880.98884,217.88194982999133,candidate,DES-SL-simulated
DES-0468,DES-SL,55.87348555073388,-34.48911637026448,0.09104081928771567,0.8622078430384066,0.7230683940494858,107773191412.59541,244.17189747252536,candidate,DES-SL-simulated
DES-0469,DES-SL,35.16663215388811,-36.51792868919425,0.08456420789227907,0.8254964946853324,0.5096199270389318,40620768802.78368,178.55863791335364,candidate,DES-SL-simulated
DES-0470,DES-SL,56.23572268667042,-42.41196470420196,0.17329526656264022,1.605508251795448,0.8230493352524563,82139674765.86548,199.79911070844736,candidate,DES-SL-simulated
DES-0471,DES-SL,4.596216978822603,-38.822799920200254,0.05,1.1088871322937757,0.9352047382014493,47979880840.39071,143.25382569459563,candidate,DES-SL-simulated
DES-0472,DES-SL,37.331858776807984,-59.63587625054399,0.23188436546328076,1.2010429652706385,0.8566829650207385,116768878473.0256,233.49817181611232,candidate,DES-SL-simulated
DES-0473,DES-SL,55.620726775504835,-48.048669730217085,0.47284357501977525,0.9898596544958448,1.1168856960523246,66481427906.387314,154.30350834118127,candidate,DES-SL-simulated
DES-0474,DES-SL,37.46402924832978,-39.6192363023506,0.1253417985749142,0.767553972984682,0.7251757615128224,109708266756.86115,245.99599286208618,candidate,DES-SL-simulated
DES-0475,DES-SL,12.030571413053249,-33.33336181030552,0.26559429387013844,0.9383636197634597,0.9244528747735065,92464849185.7858,200.02115918966658,candidate,DES-SL-simulated
DES-0476,DES-SL,53.86986477608517,-55.51207031557325,0.05,1.1886061903422294,0.6666523753432219,25532214678.790955,123.77260284303246,candidate,DES-SL-simulated
DES-0477,DES-SL,48.133279138278105,-44.11551352861818,0.06477427152340327,0.27737103637232935,0.8936617449692926,137352699353.51173,247.94880034948298,candidate,DES-SL-simulated
DES-0478,DES-SL,17.07932360961552,-50.466437742394085,0.0749822128859162,0.8582073542082659,1.2939631561525855,217970958629.1611,259.5782842295067,candidate,DES-SL-simulated
DES-0479,DES-SL,45.17691597978664,-55.45553660910126,0.05927601431256339,0.15927601431256339,0.739341243197639,49252664386.215454,163.2384241337811,candidate,DES-SL-simulated
DES-0480,DES-SL,42.563444715067725,-31.948674108278084,0.2948378139032848,0.6165113976664478,0.8419807332688313,127468064778.34384,246.08186805904734,candidate,DES-SL-simulated
DES-0481,DES-SL,58.74673018468814,-42.13492198281577,0.05,0.36176359614971915,0.7796558134021436,87853689256.07222,212.3041759758284,candidate,DES-SL-simulated
DES-0482,DES-SL,35.82904226898884,-46.273637778797635,0.05103942973380218,0.1510394297338022,0.7246380222762772,114386156691.5577,251.278985931186,candidate,DES-SL-simulated
DES-0483,DES-SL,14.27544973469901,-30.340303352579625,0.05,0.5874629441901106,0.5265374202283805,30978022360.096825,153.4059552990429,candidate,DES-SL-simulated
